"","street1","accidents","lon","lat"
"316","AUGSBURGER STR. / MARBURGER STR.",1,13.3354148,52.5014831
"317","AUGUSTASTR.",1,13.3081387,52.4428397
"318","AUGUSTASTR. / HINDENBURGDAMM / KLINGSORSTR.",1,13.315758,52.443418
"319","AUGUSTASTR. / MOLTKESTR.",1,13.3109667,52.4429587
"320","AUGUSTE-HAUSCHNER-STR. / POTSDAMER PLATZ",1,13.3759352,52.5100602
"321","AUGUSTE-VIKTORIA-STR.",2,13.2895302,52.4854379
"322","AUGUSTE-VIKTORIA-STR. / BERKAER STR.",1,13.2881301,52.4771863
"323","AUGUSTE-VIKTORIA-STR. / HOHENZOLLERNDAMM",1,13.289082,52.4817643
"324","AUGUSTE-VIKTORIA-STR. / WARMBRUNNER STR.",1,13.2896255,52.4863892
"325","AUGUST-LINDEMANN-STR. / DOLZIGER STR. / ELDENAER STR. / PROSKAUER STR.",3,13.4625164,52.5198568
"326","AUGUSTSTR.",2,13.3970152,52.5270663
"327","AUGUSTSTR. / ORANIENBURGER STR.",1,13.3900434,52.5256802
"328","AUGUSTSTR. / ROSENTHALER STR.",1,13.4026203,52.5280823
"329","AUGUSTSTR. / TUCHOLSKYSTR.",2,13.3935367,52.5264186
"330","AUSF",2,13.404954,52.5200066
"331","AXEL-SPRINGER-STR.",1,13.3996707,52.5091192
"332","AXEL-SPRINGER-STR. / BEUTHSTR.",1,13.4010407,52.5104808
"333","AXEL-SPRINGER-STR. / KOMMANDANTENSTR.",2,13.4001194,52.5095333
"334","AXEL-SPRINGER-STR. / KRAUSENSTR.",1,13.4005039,52.5100048
"335","AXEL-SPRINGER-STR. / LEIPZIGER STR.",3,13.4012094,52.5113589
"336","AXEL-SPRINGER-STR. / ZIMMERSTR.",2,13.3990768,52.5081726
"337","AXENSTR. / MALCHOWER STR.",1,13.4573389,52.5681338
"338","BABELSBERGER STR.",1,13.3352433,52.4848588
"339","BACHSTR. / STRAßE DES 17. JUNI",5,13.3357741,52.5134427
"340","BACHWITZER STR.",1,13.5717891,52.4687674
"341","BADENSCHE STR.",1,13.3359497,52.4858747
"342","BADENSCHE STR. / BUNDESALLEE",3,13.3312338,52.486113
"343","BADENSCHE STR. / MARTIN-LUTHER-STR.",1,13.3451857,52.4855634
"344","BADERSEESTR. / WASSERSPORTALLEE",1,13.5786946,52.415792
"345","BADSTR.",2,13.38304,52.551508
"346","BADSTR. / BASTIANSTR.",1,13.3825482,52.551891
"347","BADSTR. / BÖTTGERSTR. / BEHMSTR.",4,13.3867364,52.5494545
"348","BADSTR. / BUTTMANNSTR.",1,13.3797087,52.5529246
"349","BADSTR. / EXERZIERSTR. / KOLONIESTR. / SCHWEDENSTR. / UFERSTR.",1,13.378167,52.553259
"350","BADSTR. / GRÜNTALER STR.",3,13.3847019,52.5506689
"351","BADSTR. / HOCHSTR.",2,13.3855532,52.5501567
"352","BADSTR. / PANKSTR. / PRINZENALLEE",2,13.3816025,52.5523018
"353","BAERWALDSTR. / BERGMANNSTR.",1,13.3991985,52.4888829
"354","BAERWALDSTR. / BLÜCHERSTR.",3,13.4020183,52.4925363
"355","BAERWALDSTR. / GNEISENAUSTR.",1,13.4002468,52.490251
"356","BAERWALDSTR. / URBANSTR. / BAERWALDPARK",5,13.4035351,52.493926
"357","BAERWALDSTR. / WILMSSTR. / BAERWALDPARK",1,13.4038867,52.4953058
"358","BAHNHOFSTR.",10,13.499615,52.5453337
"359","BAHNHOFSTR. / BERLINER STR. / PASEWALKER STR. / ROSENTHALER STR.",1,13.433093,52.595862
"360","BAHNHOFSTR. / BRIESINGSTR. / STEINSTR. / PFARRER-LÜTKEHAUS-PLATZ",1,13.3986615,52.3866927
"361","BAHNHOFSTR. / EWESTSTR.",1,13.4346881,52.5944042
"362","BAHNHOFSTR. / FERDINAND-BUISSON-STR.",1,13.4371491,52.5945176
"363","BAHNHOFSTR. / FRIEDRICHSHAGENER STR.",3,13.5744152,52.4528088
"364","BAHNHOFSTR. / RUDELSBURGSTR.",3,13.4421907,52.5909613
"365","BAHNHOFSTR. / SCHRÄGER WEG / STRAßE 84",1,13.4655381,52.6108776
"366","BAHNHOFSTR. / SEELENBINDERSTR.",1,13.576879,52.455393
"367","BAHNHOFSTR. / WIELANDSTR.",1,13.3390442,52.4700833
"368","BAHRENDORFER STR. / KAULSDORFER STR. / KLEINSCHEWSKYSTR.",1,13.5725796,52.4707658
"369","BÄKESTR. / HINDENBURGDAMM / KARWENDELSTR.",1,13.313328,52.435392
"370","BÄKESTR. / OSTPREUßENDAMM / RITTERSTR.",1,13.31977,52.4334
"371","BALDERSHEIMER WEG / LICHTENRADER DAMM",1,13.4020997,52.4131594
"372","BAMBERGER STR.",1,13.3371312,52.4931397
"373","BAMBERGER STR. / GÜNTZELSTR.",1,13.3371312,52.4931397
"374","BAMIHLSTR.",1,13.2146697,52.5598273
"375","BAMIHLSTR. / CHAMISSOSTR.",1,13.2146697,52.5598273
"376","BÄNSCHSTR. / SAMARITERSTR.",1,13.46598,52.517856
"377","BARBAROSSASTR. / HEILBRONNER STR.",1,13.3404276,52.4923157
"378","BÄRENLAUCHSTR. / OBERSPREESTR.",2,13.539061,52.450913
"379","BÄRENSTEINSTR. / EISENACHER STR. / BLUMBERGER DAMM",3,13.570736,52.540641
"380","BARFUSSTR.",1,13.3498638,52.5574475
"381","BARFUSSTR. / MÜLLERSTR. / TRANSVAALSTR.",1,13.345118,52.5542971
"382","BARMBEKER WEG",1,13.154202,52.5343735
"383","BARNETSTR.",3,13.3980825,52.3959237
"384","BARNETSTR. / GROß-ZIETHENER STR. / LICHTENRADER DAMM",1,13.4064905,52.3938367
"385","BARSTR.",1,13.3137507,52.4854013
"386","BARTHER STR.",1,13.4975076,52.56462
"387","BARTHER STR. / DARßER STR.",1,13.499612,52.5624853
"388","BARTNINGALLEE",2,13.345646,52.5191471
"389","BARUTHER STR. / SOLMSSTR.",1,13.3934804,52.4944605
"390","BASELER STR. / CURTIUSSTR.",1,13.2955619,52.4425839
"391","BASELER STR. / LUZERNER STR.",1,13.2943251,52.4239596
"392","BASSERMANNWEG / MARIENSTR.",1,13.3266432,52.4351467
"393","BAUFÜHRERWEG / TISCHLERZEILE",1,13.4445774,52.4286263
"394","BAUMEISTERSTR. / RUBENSSTR.",1,13.3433944,52.4726931
"395","BÄUMERPLAN / LOEWENHARDTDAMM / SCHREIBERRING / SPIELPARK BÄUMERPLAN,ZW.WÜST",1,NA,NA
"396","BAUMSCHULENSTR. / BEHRINGSTR.",1,13.4888302,52.4670419
"397","BAUMSCHULENSTR. / FRAUENLOBSTR.",1,13.4841512,52.4631788
"398","BAUMSCHULENSTR. / GLANZSTR. / STORMSTR.",2,13.4897982,52.4678402
"399","BAUMSCHULENSTR. / KÖPENICKER LANDSTR.",3,13.4912653,52.4690627
"400","BAUMSCHULENSTR. / NEUE KRUGALLEE / PLÄNTERWALD",1,13.4924473,52.4700414
"401","BAUSDORFSTR.",1,13.5969887,52.5127404
"402","BAUTZENER STR.",1,13.3707306,52.4903421
"403","BAUTZENER STR. / MONUMENTENSTR. / MONUMENTENBRÜCKE",2,13.3705533,52.4880322
"404","BAYERISCHER PLATZ",1,13.3392465,52.4889579
"405","BAYERISCHE STR. / DÜSSELDORFER STR.",1,13.3136697,52.4967917
"406","BAYERNALLEE",1,13.2632832,52.5128251
"407","BAYERNALLEE / FRANKENALLEE / HEERSTR. / KASTANIENALLEE",1,13.2685788,52.5090355
"408","BAYERNRING / KAISERKORSO",1,13.3843113,52.4816827
"409","BAYERNRING / MUSSEHLSTR.",1,13.3801314,52.4830366
"410","BAYERNRING / SCHULENBURGRING",1,13.3829117,52.4818406
"411","BAYERNRING / TEMPELHOFER DAMM",1,13.3860172,52.48159
"412","BAYREUTHER STR.",1,13.3441288,52.5022642
"413","BAYREUTHER STR. / KLEISTSTR. / WITTENBERGPLATZ",2,13.3436953,52.5015108
"414","BAYREUTHER STR. / KURFÜRSTENSTR.",2,13.3443756,52.5043927
"415","BEBELPLATZ / BEHRENSTR. / HEDWIGSKIRCHGASSE",1,13.394147,52.5166162
"416","BECKERSTR.",1,13.3411905,52.4670125
"417","BECKERSTR. / KNAUSSTR. / SAARSTR.",1,13.3383356,52.4666045
"418","BECKERSTR. / RUBENSSTR.",1,13.3442,52.4671529
"419","BEERENSTR. / FÜRSTENSTR.",1,13.2426401,52.433757
"420","BEESKOWDAMM / KLEINMACHNOWER WEG / TELTOWER DAMM",1,13.2673468,52.4089724
"421","BEETHOVENSTR.",1,13.3322344,52.4368739
"422","BEETHOVENSTR. / KAULBACHSTR.",2,13.3322344,52.4368739
"423","BEHAIMSTR. / LANGHANSSTR.",1,13.4462656,52.5499759
"424","BEHAIMSTR. / STREUSTR.",1,13.4455195,52.5491736
"425","BEHMSTR.",2,13.3950405,52.5506162
"426","BEHMSTR. / MALMÖER STR. / SCHIVELBEINER STR.",1,13.4037144,52.5514777
"427","BEHRENSTR.",1,13.3860286,52.515464
"428","BELLERMANNSTR.",2,13.3879272,52.5523689
"429","BELLERMANNSTR. / JÜLICHER STR. / BEHMSTR.",2,13.3913483,52.5503043
"430","BELLERMANNSTR. / PRINZENALLEE",3,13.3836155,52.5550987
"431","BELLEVUESTR.",1,13.3733801,52.5106362
"432","BELLEVUESTR. / LENNÉSTR. / KEMPERPLATZ",1,13.3719839,52.5112544
"433","BELLEVUESTR. / SEELENBINDERSTR.",1,13.5922066,52.455023
"434","BELLEVUE-UFER / JOHN-FOSTER-DULLES-ALLEE / SPREEWEG / LUTHERBRÜCKE",1,13.3527928,52.5175726
"435","BELLINGSTR. / SEYDLITZSTR.",1,13.3447892,52.4261477
"436","BELßSTR.",1,13.3644312,52.4277309
"437","BELßSTR. / AM GEMEINDEPARK / MALTESERSTR. / GEMEINDEPARK LANKWITZ",2,13.3516144,52.4314595
"438","BELßSTR. / WEDELLSTR.",1,13.3588636,52.4294507
"439","BELZIGER RING",2,13.5764909,52.5635422
"440","BELZIGER STR.",5,13.3515821,52.4864153
"441","BELZIGER STR. / DOMINICUSSTR. / MARTIN-LUTHER-STR. / JOHN-F.-KENNEDY-PLATZ",3,13.3451156,52.4845834
"442","BELZIGER STR. / EISENACHER STR.",1,13.3510299,52.4862142
"443","BELZIGER STR. / GOTHAER STR.",1,13.3478992,52.4853659
"444","BENDASTR.",2,13.4370376,52.4649534
"445","BENDASTR. / DELBRÜCKSTR.",1,13.4370376,52.4649534
"446","BENDASTR. / GLASOWER STR.",1,13.4371982,52.4644255
"447","BENDASTR. / JULIUSSTR.",1,13.4374596,52.4635566
"448","BENDASTR. / KRANOLDPLATZ",1,13.4365956,52.4663162
"449","BENDASTR. / SILBERSTEINSTR. / EDUARD-MÜLLER-PLATZ",1,13.4364065,52.4669626
"450","BEN-GURION-STR.",1,13.3712593,52.5111455
"451","BENNOSTR. / GEHRENSEESTR.",1,13.5168812,52.5521087
"452","BENTSCHENER WEG / ECKERMANNSTR.",1,13.5529592,52.5158822
"453","BERGEDORFER STR.",1,13.5854598,52.4854702
"454","BERGFRIEDSTR. / RITTERSTR.",1,13.4116364,52.5010516
"455","BERGHEIMER STR. / SÜDWESTKORSO",1,13.3183671,52.4710343
"456","BERGIUSSTR.",1,13.4576389,52.4645432
"457","BERGMANNSTR.",3,13.3959931,52.4889468
"458","BERGMANNSTR. / GNEISENAUSTR. / SÜDSTERN",2,13.405454,52.4891688
"459","BERGMANNSTR. / KREUZBERGSTR. / MEHRINGDAMM",6,13.3863301,52.4900651
"460","BERGMANNSTR. / MITTENWALDER STR.",1,13.3956902,52.4897848
"461","BERGMANNSTR. / NOSTITZSTR.",1,13.3901067,52.4896424
"462","BERGMANNSTR. / SCHLEIERMACHERSTR.",1,13.3973915,52.4889016
"463","BERGMANNSTR. / ZOSSENER STR.",2,13.3937506,52.4891201
"464","BERGSTR.",4,13.297158,52.625523
"465","BERGSTR. / BISMARCKSTR.",2,13.3393039,52.4586382
"466","BERGSTR. / HEESESTR.",1,13.3269314,52.4579998
"467","BERGSTR. / KÖRNERSTR.",1,13.3297324,52.458138
"468","BERGSTR. / LAUENBURGER STR.",1,13.3376857,52.4585705
"469","BERGSTR. / LESSINGSTR. / SCHÖNHAUSER STR.",1,13.3353169,52.4584308
"470","BERGSTR. / MENCKENSTR.",1,13.331301,52.4582391
"471","BERGSTR. / STRAßE ZUM LÖWEN",1,NA,NA
"472","BERGSTR. / TORSTR.",2,13.3957271,52.5289999
"473","BERKAER STR. / EGERSTR. / HOHENZOLLERNDAMM",1,13.2860703,52.4789261
"474","BERLEPSCHSTR. / CLAUERTSTR. / LUDWIGSFELDER STR.",1,13.2402058,52.4245258
"475","BERLEPSCHSTR. / MACHNOWER STR.",1,13.2570554,52.4297759
"476","BERLICHINGENSTR. / HUTTENSTR. / REUCHLINSTR.",1,13.324905,52.5277966
"477","BERLINER ALLEE",9,13.4664437,52.5578292
"478","BERLINER STR.",17,13.3220078,52.4865322
"479","BERLINER STR. / BERTRAMSTR. / WACHSMUTHSTR.",1,13.3163671,52.6171344
"480","BERLINER STR. / BIELEFELDER STR. / HOHENZOLLERNDAMM",2,13.3063764,52.4882046
"481","BERLINER STR. / BLISSESTR. / BRANDENBURGISCHE STR.",1,13.3202253,52.4865424
"482","BERLINER STR. / BREITE STR.",3,13.4100688,52.5708965
"483","BERLINER STR. / BRENNERSTR. / MÜHLENSTR. / VINETASTR.",2,13.406583,52.565354
"484","BERLINER STR. / BUNDESALLEE",4,13.3307962,52.4873508
"485","BERLINER STR. / BURGFRAUENSTR. / VELTHEIMSTR.",1,13.3113539,52.6275856
"486","BERLINER STR. / DAHLEMER WEG / THIELALLEE / UNTER DEN EICHEN",1,13.2826167,52.4417475
"487","BERLINER STR. / ELSA-BRÄNDSTRÖM-STR.",1,13.4133997,52.5597763
"488","BERLINER STR. / ESCHENGRABEN",3,13.4146292,52.5561612
"489","BERLINER STR. / FLORASTR.",6,13.4123453,52.5674353
"490","BERLINER STR. / GARTENSTR.",1,13.2623246,52.4348327
"491","BERLINER STR. / GRANITZSTR. / KISSINGENSTR.",6,13.4125209,52.5662056
"492","BERLINER STR. / HADLICHSTR.",4,13.4118977,52.5682567
"493","BERLINER STR. / LANDHAUSSTR.",1,13.3287435,52.4868508
"494","BERLINER STR. / MASURENSTR.",1,13.4126892,52.5627372
"495","BERLINER STR. / MAXIMILIANSTR.",1,13.4129297,52.5611558
"496","BERLINER STR. / MÜHLENSTR. / TIROLER STR.",1,13.406583,52.565354
"497","BERLINER STR. / NASSAUISCHE STR.",1,13.3266158,52.486541
"498","BERLINER STR. / ROBINIENWEG",1,13.3153382,52.6131467
"499","BERLINER STR. / SCHONENSCHE STR. / SCHÖNHAUSER ALLEE",1,13.4148669,52.5545616
"500","BERLINER STR. / SEEHOFSTR.",1,13.2634807,52.4352174
"501","BERLINER STR. / SUNDGAUER STR.",1,13.2713529,52.4384248
"502","BERLINER STR. / THULESTR.",1,13.4147957,52.5550759
"503","BERLINER STR. / UHLANDSTR.",1,13.3224006,52.4864283
"504","BERLINER STR. / WINFRIEDSTR.",2,13.269546,52.4374721
"505","BERNADOTTESTR. / CLAYALLEE / HOHENZOLLERNDAMM",1,13.2785689,52.4751853
"506","BERNAUER STR.",2,13.3955226,52.5380795
"507","BERNAUER STR. / RUPPINER STR.",2,13.3990334,52.5390675
"508","BERNAUER STR. / SWINEMÜNDER STR.",1,13.4002602,52.5395042
"509","BERNAUER STR. / WOLLINER STR.",3,13.4015286,52.5398654
"510","BERNBURGER STR.",1,13.3787298,52.5051808
"511","BERNER STR. / FINCKENSTEINALLEE / KOMMANDANTENSTR.",1,13.2928093,52.4327216
"512","BERNHARD-BÄSTLEIN-STR.",2,13.482304,52.526767
"513","BERNHARD-BÄSTLEIN-STR. / WEIßENSEER WEG",3,13.4777019,52.5308795
"514","BERNHARD-BEYER-STR.",1,13.1333132,52.3927643
"515","BERNHARD-LANGWALDT-WEG / PUSCHKINALLEE / TREPTOWER PARK",2,13.4542725,52.4939161
"516","BERNHARD-LICHTENBERG-STR. / HECKERDAMM",1,13.2974121,52.5394915
"517","BERNHARDSTR. / WEXSTR.",1,13.3303879,52.4786585
"518","BERNHARD-WEIß-STR. / ALEXANDERSTR.",2,13.4153622,52.522707
"519","BERNHARD-WEIß-STR. / THEANOLTE-BÄHNISCH-STR.",1,13.4176863,52.523753
"520","BERNHARD-WEIß-STR. / WADZECKSTR.",1,13.4176641,52.524559
"521","BERNKASTELER STR.",1,13.4733989,52.557121
"522","BERNKASTELER STR. / GROßE SEESTR. / RENNBAHNSTR. / BERLINER ALLEE",1,13.4668588,52.5569067
"523","BERNSTEINRING",1,13.4173891,52.4223405
"524","BEROLINASTR. / KARL-MARX-ALLEE",3,13.4232501,52.5200993
"525","BERSARINPLATZ / RIGAER STR.",2,13.4540403,52.5182172
"526","BERSARINPLATZ / WEIDENWEG",2,13.4504639,52.5179861
"527","BERTASTR. / SCHILDOWER STR.",1,13.3211462,52.6240539
"528","BERTHELSDORFER STR. / DONAUSTR.",1,13.4419228,52.4786854
"529","BERTHELSDORFER STR. / RICHARDSTR.",1,13.4391894,52.478118
"530","BESSELSTR. / FRIEDRICHSTR.",2,13.3909296,52.5041865
"531","BESSELSTR. / MARKGRAFENSTR.",1,13.3947558,52.5045752
"532","BESSEMERSTR. / EYTHSTR.",1,13.3664944,52.4597177
"533","BETHANIENDAMM",2,13.4245336,52.5051859
"534","BEUCKESTR.",1,13.2530141,52.4314503
"535","BEUCKESTR. / MARTIN-BUBER-STR. / NENTERSHÄUSER PLATZ",1,13.2567689,52.4317327
"536","BEUSSELSTR.",3,13.3285591,52.531531
"537","BEUSSELSTR. / HUTTENSTR. / TURMSTR.",2,13.3286658,52.5273419
"538","BEUSSELSTR. / SICKINGENSTR. / SIEMENSSTR.",2,13.3285044,52.5329035
"539","BEUSSELSTR. / WICLEFSTR. / WITTSTOCKER STR.",1,13.3285713,52.5311363
"540","BEUSSELSTR. / ZUFAHRTSTR. ZUM GROßMARKT",1,13.3216739,52.5349233
"541","BEUSSELSTR. / ZUFAHRTSTR. ZUM GROßMARKT / ZUFAHRTSTR. ZUM WESTHAFEN / BEUSSELBR",1,13.3216739,52.5349233
"542","BEUTHSTR. / WALDOWSTR.",1,13.4070529,52.5864275
"543","BEVERNSTR. / OBERBAUMSTR. / OPPELNER STR. / SCHLESISCHE STR. / SKALITZER STR. /",7,13.4419972,52.5012736
"544","BIESENBROWER STR. / VINCENT-VAN-GOGH-STR.",1,13.5260218,52.5641991
"545","BIESENTALER STR. / PRINZENALLEE",1,13.3854996,52.5575205
"546","BILDHAUERWEG",1,13.4874424,52.4189376
"547","BINGER STR.",1,13.3095412,52.4733297
"548","BINZSTR. / PRENZLAUER PROMENADE",1,13.4270286,52.5643361
"549","BIRKBUSCHSTR. / DALANDWEG / PAUL-SCHWARZ-PROMENADE / SEDANSTR. / PRINZREGENT-LU",1,13.3302325,52.4453184
"550","BIRKBUSCHSTR. / ERLENSTR.",1,13.3218373,52.4509591
"551","BIRKBUSCHSTR. / KLINGSORSTR.",1,13.3263531,52.447523
"552","BIRKENSTR.",2,13.3459907,52.5311018
"553","BIRKENSTR. / PUTLITZSTR. / STEPHANSTR. / STROMSTR.",1,13.344006,52.529189
"554","BIRNHORNWEG / HIRZERWEG",1,13.3890251,52.4230799
"555","BIRNHORNWEG / MARIENDORFER DAMM",1,13.3957035,52.424447
"556","BISMARCKSTR.",10,13.3089633,52.5116708
"557","BISMARCKSTR. / ERNST-REUTER-PLATZ",3,13.3208898,52.5123416
"558","BISMARCKSTR. / FEUERBACHSTR. / KNAUSSTR. / KNAUSPLATZ",2,13.338943,52.464457
"559","BISMARCKSTR. / GIMPELSTEIG / MACHNOWER STR.",2,13.3089633,52.5116708
"560","BISMARCKSTR. / HORST-KOHL-STR.",1,13.3393477,52.461608
"561","BISMARCKSTR. / KAISERDAMM / SCHLOßSTR. / SUAREZSTR.",6,13.2973707,52.5108986
"562","BISMARCKSTR. / KAISER-FRIEDRICH-STR.",2,13.301597,52.511284
"563","BISMARCKSTR. / KRUMME STR.",2,13.309323,52.511862
"564","BISMARCKSTR. / LEIBNIZSTR.",6,13.3146891,52.5120598
"565","BISMARCKSTR. / NEUENDORFER STR.",2,13.2056901,52.5416417
"566","BISMARCKSTR. / POSCHINGERSTR.",2,13.3390158,52.4636691
"567","BISMARCKSTR. / RICHARD-WAGNER-STR. / SESENHEIMER STR.",4,13.3077211,52.5117571
"568","BISSINGZEILE / POTSDAMER STR.",4,13.3671159,52.5046481
"569","BIZETSTR.",2,13.4575009,52.5485979
"570","BIZETSTR. / INDIRA-GANDHI-STR.",1,13.4663099,52.5505065
"571","BLANKENBURGER CHAUSSEE",4,13.4750567,52.6045799
"572","BLANKENBURGER CHAUSSEE / STRAßE 39 / STRAßE 45",1,13.470923,52.6014755
"573","BLANKENBURGER CHAUSSEE / STRAßE 42",1,13.4788958,52.6074954
"574","BLANKENBURGER PFLASTERWEG / HEINERSDORFER STR.",1,13.4531682,52.589941
"575","BLANKENBURGER STR.",5,13.4179856,52.5841859
"576","BLANKENBURGER STR. / BUCHHOLZER STR.",3,13.4060655,52.581673
"577","BLANKENBURGER STR. / DIETZGENSTR. / OSSIETZKYPLATZ",2,13.4042317,52.5814882
"578","BLANKENBURGER STR. / ELISABETH-CHRISTINEN-STR.",2,13.4198955,52.5847623
"579","BLANKENBURGER STR. / HANS-JÜRGEN-STR.",1,13.4179856,52.5841859
"580","BLANKENBURGER STR. / KLOTHILDESTR.",1,13.4145034,52.5831286
"581","BLANKENBURGER STR. / LINDENBERGER STR.",1,13.4176454,52.5840861
"582","BLANKENBURGER STR. / MALCHOWER STR.",1,13.4413098,52.5686329
"583","BLANKENBURGER STR. / STRAßE 199",1,13.4246743,52.5862136
"584","BLANKENBURGER STR. / STRAßE 31",1,13.4444955,52.5760688
"585","BLANKENBURGER WEG / PASEWALKER STR.",1,13.430749,52.5900679
"586","BLANKENFELDER CHAUSSEE",2,13.3967663,52.6115916
"587","BLANKENFELDER CHAUSSEE / HAUPTSTR.",1,13.3905184,52.6186106
"588","BLANKENFELDER STR. / ROSENTHALER WEG",1,13.4201833,52.6061841
"589","BLASCHKOALLEE / BRITZER DAMM / GRADESTR.",1,13.4386731,52.452586
"590","BLASCHKOALLEE / BUSCHKRUGALLEE / SPÄTHSTR.",2,13.4522905,52.4525155
"591","BLASCHKOALLEE / FRITZ-REUTER-ALLEE (ENDE)",1,13.446525,52.4421542
"592","BLASCHKOALLEE / ONKEL-BRÄSIG-STR. / RIESESTR.",1,13.4450983,52.4523902
"593","BLEIBTREUSTR.",1,13.3197124,52.503503
"594","BLEIBTREUSTR. / KANTSTR.",2,13.3200887,52.5058876
"595","BLEIBTREUSTR. / KURFÜRSTENDAMM",1,13.3194212,52.5015186
"596","BLEIBTREUSTR. / MOMMSENSTR.",1,13.3196443,52.5029363
"597","BLEICHERODER STR. / MENDELSTR. / STIFTSWEG",1,13.418894,52.5749799
"598","BLISSESTR. / MECKLENBURGISCHE STR. / UHLANDSTR.",2,13.320271,52.4837668
"599","BLÜCHERSTR.",1,13.3997,52.4939334
"600","BLÜCHERSTR. / BRACHVOGELSTR. / MITTENWALDER STR.",1,13.3977536,52.4953031
"601","BLÜCHERSTR. / MEHRINGDAMM / OBENTRAUTSTR.",9,13.3896333,52.4959196
"602","BLÜCHERSTR. / URBANSTR.",3,13.3995581,52.4944601
"603","BLÜCHERSTR. / ZOSSENER STR.",4,13.3951878,52.4961138
"604","BLUMENWEG / GERSDORFSTR. / KÖNIGSTR.",1,13.3727902,52.4460352
"605","BÖCKHSTR. / BÜRKNERSTR. / KOTTBUSSER DAMM / SCHÖNLEINSTR.",9,13.4221321,52.4929711
"606","BÖCKHSTR. / GRAEFESTR.",1,13.4157791,52.4911947
"607","BÖCKMANNBRÜCKE",1,13.1422788,52.4000744
"608","BODDINSTR.",1,13.4297485,52.4803579
"609","BODDINSTR. / ISARSTR.",1,13.4319707,52.4806668
"610","BODDINSTR. / KARL-MARX-STR.",2,13.4349112,52.4810777
"611","BOELCKESTR.",1,13.3768504,52.4769916
"612","BOELCKESTR. / DUDENSTR. / KATZBACHSTR.",2,13.3765172,52.485059
"613","BOELCKESTR. / HESSENRING",1,13.3777724,52.4743392
"614","BOENKESTR.",1,13.4666569,52.6128481
"615","BOGENSTR. / GOETHESTR. / MORGENSTERNSTR. / OSTPREUßENDAMM",1,13.316581,52.425641
"616","BÖHMISCHE STR.",1,13.449331,52.4740697
"617","BÖHMISCHE STR. / HERTZBERGSTR.",1,13.4475489,52.4761122
"618","BÖHMISCHE STR. / SCHUDOMASTR.",1,13.449331,52.4740697
"619","BÖHMISCHE STR. / THIEMANNSTR.",1,13.4488222,52.4756238
"620","BÖLSCHESTR.",5,13.624785,52.4519265
"621","BÖLSCHESTR. / DAHLWITZER LANDSTR. / FÜRSTENWALDER DAMM",2,13.625498,52.4569731
"622","BÖLSCHESTR. / MYLIUSGARTEN",1,13.624908,52.4519226
"623","BONHOEFFERUFER",1,13.2993879,52.522328
"624","BONHOEFFERUFER / MIERENDORFFSTR. / SCHLOßBRÜCKE / SCHLOßBRÜCKENSTEG",1,13.3023946,52.5223549
"625","BOPPSTR. / KOTTBUSSER DAMM",4,13.4235444,52.4905239
"626","BOPPSTR. / SCHÖNLEINSTR.",1,13.4221435,52.4907733
"627","BORGMANNSTR. / MANDRELLAPLATZ / PUCHANSTR. / SEELENBINDERSTR.",1,13.5804487,52.4555126
"628","BORKHEIDER STR.",1,13.5726017,52.5652676
"629","BORKUMSTR.",1,13.4165811,52.5654555
"630","BORKUMSTR. / NEUMANNSTR.",1,13.4208531,52.5658869
"631","BORKZEILE",1,13.190104,52.5387369
"632","BORNEMANNSTR. / UFERSTR.",1,13.3729425,52.5497462
"633","BORNER STR. / DARßER STR.",1,13.4950956,52.5648233
"634","BÖRNESTR.",1,13.449153,52.5508994
"635","BORNHOLMER STR.",3,13.4031282,52.5542706
"636","BORNHOLMER STR. / BJÖRNSONSTR. / MALMÖER STR.",1,13.403138,52.554448
"637","BORNHOLMER STR. / SCHÖNFLIEßER STR. / STAVANGERSTR.",1,13.4087052,52.5539359
"638","BORNHOLMER STR. / SCHÖNHAUSER ALLEE / WISBYER STR.",7,13.4143729,52.5538836
"639","BORNIMER STR. / KURFÜRSTENDAMM / STORKWINKEL",1,13.286971,52.4957241
"640","BORNITZSTR.",3,13.4899423,52.5206142
"641","BORNITZSTR. / RUSCHESTR.",1,13.4859653,52.520783
"642","BORNITZSTR. / SIEGFRIEDSTR.",1,13.4994048,52.5203418
"643","BORNSTEDTER STR.",1,13.2862576,52.4977351
"644","BORNSTR. / HACKERSTR.",1,13.3244452,52.4658217
"645","BORNSTR. / SCHLOßSTR.",1,13.3280054,52.4645419
"646","BORSIGSTR.",1,13.389866,52.5294205
"647","BORUSSENSTR. / SPANISCHE ALLEE / A 115 BAB AUTOBAHNZUBRINGER MAGDEBG/LEIPZ (AVUS",1,13.1932564,52.4338168
"648","BORUSSIASTR.",2,13.3841478,52.4671185
"649","BOSCHPOLER STR. / ECKERMANNSTR.",1,13.5554918,52.5272801
"650","BOSCHWEG / NOBELSTR.",1,13.4667439,52.4605653
"651","BOSESTR. / WITTEKINDSTR.",1,13.3728827,52.4629682
"652","BOSSESTR. / STRALAUER ALLEE",1,13.4597082,52.4989349
"653","BÖTTGERSTR. / PANKSTR. / THURNEYSSERSTR.",2,13.3815645,52.5525835
"654","BÖTZOWSTR.",2,13.4306,52.528838
"655","BÖTZOWSTR. / BERNHARD-LICHTENBERG-STR.",1,13.4306,52.528838
"656","BÖTZOWSTR. / DIETRICH-BONHOEFFER-STR.",1,13.4306,52.528838
